2026-04-10 20:13:09 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:11 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:12 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:13 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:14 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:15 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:16 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:17 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:18 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
2026-04-10 20:13:19 | DEBUG | negative | +is_negative
